Freq.	V(vout)
4.07380277804108e+002	(-4.81282910427453e+001dB,8.99713713258847e+001°)
4.16869383470331e+002	(-4.83266293175222e+001dB,8.99706985724442e+001°)
4.26579518801588e+002	(-4.85248896182674e+001dB,8.99700106975976e+001°)
4.36515832240161e+002	(-4.87230683028951e+001dB,8.99693073660095e+001°)
4.46683592150958e+002	(-4.89211615608076e+001dB,8.99685882362180e+001°)
4.57088189614870e+002	(-4.91191654052529e+001dB,8.99678529605981e+001°)
4.67735141287193e+002	(-4.93170756653503e+001dB,8.99671011853325e+001°)
4.78630092322633e+002	(-4.95148879777709e+001dB,8.99663325503847e+001°)
4.89778819368440e+002	(-4.97125977780612e+001dB,8.99655466894889e+001°)
5.01187233627266e+002	(-4.99102002915932e+001dB,8.99647432301386e+001°)
5.12861383991359e+002	(-5.01076905241301e+001dB,8.99639217935931e+001°)
5.24807460249766e+002	(-5.03050632519910e+001dB,8.99630819948866e+001°)
5.37031796370246e+002	(-5.05023130118010e+001dB,8.99622234428552e+001°)
5.49540873857618e+002	(-5.06994340898113e+001dB,8.99613457401708e+001°)
5.62341325190342e+002	(-5.08964205107738e+001dB,8.99604484833915e+001°)
5.75439937337150e+002	(-5.10932660263551e+001dB,8.99595312630225e+001°)
5.88843655355582e+002	(-5.12899641030738e+001dB,8.99585936635963e+001°)
6.02559586074351e+002	(-5.14865079097449e+001dB,8.99576352637659e+001°)
6.16595001861475e+002	(-5.16828903044151e+001dB,8.99566556364167e+001°)
6.30957344480186e+002	(-5.18791038207735e+001dB,8.99556543487981e+001°)
6.45654229034648e+002	(-5.20751406540195e+001dB,8.99546309626734e+001°)
6.60693448007588e+002	(-5.22709926461730e+001dB,8.99535850344952e+001°)
6.76082975391973e+002	(-5.24666512708104e+001dB,8.99525161155985e+001°)
6.91830970918928e+002	(-5.26621076172084e+001dB,8.99514237524249e+001°)
7.07945784384129e+002	(-5.28573523738816e+001dB,8.99503074867701e+001°)
7.24435960074981e+002	(-5.30523758114966e+001dB,8.99491668560594e+001°)
7.41310241300908e+002	(-5.32471677651475e+001dB,8.99480013936579e+001°)
7.58577575029174e+002	(-5.34417176159782e+001dB,8.99468106292058e+001°)
7.76247116628682e+002	(-5.36360142721354e+001dB,8.99455940889983e+001°)
7.94328234724272e+002	(-5.38300461490412e+001dB,8.99443512963920e+001°)
8.12830516164089e+002	(-5.40238011489700e+001dB,8.99430817722599e+001°)
8.31763771102661e+002	(-5.42172666399189e+001dB,8.99417850354794e+001°)
8.51138038202366e+002	(-5.44104294337619e+001dB,8.99404606034705e+001°)
8.70963589956070e+002	(-5.46032757636762e+001dB,8.99391079927771e+001°)
8.91250938133734e+002	(-5.47957912608362e+001dB,8.99377267197015e+001°)
9.12010839355898e+002	(-5.49879609303666e+001dB,8.99363163009838e+001°)
9.33254300796979e+002	(-5.51797691265528e+001dB,8.99348762545436e+001°)
9.54992586021424e+002	(-5.53711995273072e+001dB,8.99334061002754e+001°)
9.77237220955798e+002	(-5.55622351078914e+001dB,8.99319053609048e+001°)
9.99999999999987e+002	(-5.57528581139003e+001dB,8.99303735629096e+001°)
1.02329299228074e+003	(-5.59430500335157e+001dB,8.99288102375046e+001°)
1.04712854805089e+003	(-5.61327915690392e+001dB,8.99272149217020e+001°)
1.07151930523759e+003	(-5.63220626077222e+001dB,8.99255871594363e+001°)
1.09647819614317e+003	(-5.65108421919111e+001dB,8.99239265027737e+001°)
1.12201845430195e+003	(-5.66991084885339e+001dB,8.99222325131896e+001°)
1.14815362149687e+003	(-5.68868387579577e+001dB,8.99205047629394e+001°)
1.17489755493951e+003	(-5.70740093222543e+001dB,8.99187428365053e+001°)
1.20226443461740e+003	(-5.72605955329156e+001dB,8.99169463321338e+001°)
1.23026877081237e+003	(-5.74465717380696e+001dB,8.99151148634612e+001°)
1.25892541179415e+003	(-5.76319112492532e+001dB,8.99132480612305e+001°)
1.28824955169312e+003	(-5.78165863078087e+001dB,8.99113455751061e+001°)
1.31825673855639e+003	(-5.80005680509765e+001dB,8.99094070755787e+001°)
1.34896288259164e+003	(-5.81838264777702e+001dB,8.99074322559687e+001°)
1.38038426460287e+003	(-5.83663304147250e+001dB,8.99054208345303e+001°)
1.41253754462274e+003	(-5.85480474816270e+001dB,8.99033725566490e+001°)
1.44543977074591e+003	(-5.87289440573374e+001dB,8.99012871971389e+001°)
1.47910838816819e+003	(-5.89089852458408e+001dB,8.98991645626403e+001°)
1.51356124843619e+003	(-5.90881348426591e+001dB,8.98970044941043e+001°)
1.54881661891246e+003	(-5.92663553017842e+001dB,8.98948068693792e+001°)
1.58489319246109e+003	(-5.94436077033001e+001dB,8.98925716058785e+001°)
1.62181009735891e+003	(-5.96198517218757e+001dB,8.98902986633352e+001°)
1.65958690743754e+003	(-5.97950455963294e+001dB,8.98879880466457e+001°)
1.69824365246172e+003	(-5.99691461004782e+001dB,8.98856398087622e+001°)
1.73780082874935e+003	(-6.01421085155023e+001dB,8.98832540536764e+001°)
1.77827941003890e+003	(-6.03138866040738e+001dB,8.98808309394348e+001°)
1.81970085860996e+003	(-6.04844325865124e+001dB,8.98783706812100e+001°)
1.86208713666284e+003	(-6.06536971192487e+001dB,8.98758735543929e+001°)
1.90546071796322e+003	(-6.08216292758949e+001dB,8.98733398977025e+001°)
1.94984459975802e+003	(-6.09881765312346e+001dB,8.98707701162943e+001°)
1.99526231496885e+003	(-6.11532847484657e+001dB,8.98681646848397e+001°)
2.04173794466950e+003	(-6.13168981700386e+001dB,8.98655241505772e+001°)
2.08929613085401e+003	(-6.14789594124545e+001dB,8.98628491362718e+001°)
2.13796208950220e+003	(-6.16394094653960e+001dB,8.98601403431086e+001°)
2.18776162394952e+003	(-6.17981876955766e+001dB,8.98573985534468e+001°)
2.23872113856831e+003	(-6.19552318557072e+001dB,8.98546246334309e+001°)
2.29086765276774e+003	(-6.21104780989833e+001dB,8.98518195354235e+001°)
2.34422881531989e+003	(-6.22638609995043e+001dB,8.98489843001993e+001°)
2.39883291901946e+003	(-6.24153135790387e+001dB,8.98461200589110e+001°)
2.45470891568500e+003	(-6.25647673405473e+001dB,8.98432280347375e+001°)
2.51188643150954e+003	(-6.27121523088745e+001dB,8.98403095442113e+001°)
2.57039578276883e+003	(-6.28573970790072e+001dB,8.98373659981590e+001°)
2.63026799189534e+003	(-6.30004288722895e+001dB,8.98343989022190e+001°)
2.69153480392688e+003	(-6.31411736009631e+001dB,8.98314098569050e+001°)
2.75422870333813e+003	(-6.32795559413795e+001dB,8.98284005571390e+001°)
2.81838293126441e+003	(-6.34154994162013e+001dB,8.98253727912377e+001°)
2.88403150312657e+003	(-6.35489264858761e+001dB,8.98223284393045e+001°)
2.95120922666634e+003	(-6.36797586496219e+001dB,8.98192694709487e+001°)
3.01995172040197e+003	(-6.38079165561185e+001dB,8.98161979423493e+001°)
3.09029543251355e+003	(-6.39333201240405e+001dB,8.98131159925681e+001°)
3.16227766016833e+003	(-6.40558886725102e+001dB,8.98100258391083e+001°)
3.23593656929624e+003	(-6.41755410614741e+001dB,8.98069297726830e+001°)
3.31131121482586e+003	(-6.42921958419381e+001dB,8.98038301511484e+001°)
3.38844156139198e+003	(-6.44057714159092e+001dB,8.98007293926072e+001°)
3.46736850452527e+003	(-6.45161862058061e+001dB,8.97976299676609e+001°)
3.54813389233570e+003	(-6.46233588330100e+001dB,8.97945343907682e+001°)
3.63078054770096e+003	(-6.47272083051233e+001dB,8.97914452107905e+001°)
3.71535229097167e+003	(-6.48276542114097e+001dB,8.97883650006475e+001°)
3.80189396320556e+003	(-6.49246169257790e+001dB,8.97852963461695e+001°)
3.89045144994275e+003	(-6.50180178165762e+001dB,8.97822418341528e+001°)
3.98107170553491e+003	(-6.51077794623299e+001dB,8.97792040396537e+001°)
4.07380277804107e+003	(-6.51938258725077e+001dB,8.97761855126095e+001°)
4.16869383470329e+003	(-6.52760827122260e+001dB,8.97731887638095e+001°)
4.26579518801586e+003	(-6.53544775297646e+001dB,8.97702162503322e+001°)
4.36515832240159e+003	(-6.54289399856446e+001dB,8.97672703605142e+001°)
4.46683592150956e+003	(-6.54994020819477e+001dB,8.97643533985693e+001°)
4.57088189614868e+003	(-6.55657983904799e+001dB,8.97614675689581e+001°)
4.67735141287191e+003	(-6.56280662783243e+001dB,8.97586149606279e+001°)
4.78630092322631e+003	(-6.56861461292801e+001dB,8.97557975312466e+001°)
4.89778819368439e+003	(-6.57399815596507e+001dB,8.97530170916032e+001°)
5.01187233627265e+003	(-6.57895196268318e+001dB,8.97502752902379e+001°)
5.12861383991357e+003	(-6.58347110291491e+001dB,8.97475735985372e+001°)
5.24807460249765e+003	(-6.58755102954162e+001dB,8.97449132963470e+001°)
5.37031796370244e+003	(-6.59118759627234e+001dB,8.97422954583255e+001°)
5.49540873857616e+003	(-6.59437707410261e+001dB,8.97397209411116e+001°)
5.62341325190340e+003	(-6.59711616631774e+001dB,8.97371903714962e+001°)
5.75439937337148e+003	(-6.59940202191476e+001dB,8.97347041356492e+001°)
5.88843655355580e+003	(-6.60123224732863e+001dB,8.97322623696180e+001°)
6.02559586074348e+003	(-6.60260491636122e+001dB,8.97298649510978e+001°)
6.16595001861473e+003	(-6.60351857822613e+001dB,8.97275114926168e+001°)
6.30957344480183e+003	(-6.60397226363834e+001dB,8.97252013362339e+001°)
6.45654229034645e+003	(-6.60396548889422e+001dB,8.97229335497232e+001°)
6.60693448007586e+003	(-6.60349825790555e+001dB,8.97207069243537e+001°)
6.76082975391971e+003	(-6.60257106216909e+001dB,8.97185199742660e+001°)
6.91830970918926e+003	(-6.60118487867198e+001dB,8.97163709374283e+001°)
7.07945784384127e+003	(-6.59934116575170e+001dB,8.97142577781582e+001°)
7.24435960074979e+003	(-6.59704185694763e+001dB,8.97121781911962e+001°)
7.41310241300906e+003	(-6.59428935289883e+001dB,8.97101296072213e+001°)
7.58577575029172e+003	(-6.59108651135959e+001dB,8.97081091998005e+001°)
7.76247116628679e+003	(-6.58743663542004e+001dB,8.97061138936273e+001°)
7.94328234724269e+003	(-6.58334346003352e+001dB,8.97041403739750e+001°)
8.12830516164086e+003	(-6.57881113696558e+001dB,8.97021850972392e+001°)
8.31763771102658e+003	(-6.57384421829041e+001dB,8.97002443024416e+001°)
8.51138038202363e+003	(-6.56844763857066e+001dB,8.96983140235759e+001°)
8.70963589956067e+003	(-6.56262669586364e+001dB,8.96963901026280e+001°)
8.91250938133731e+003	(-6.55638703170313e+001dB,8.96944682031621e+001°)
9.12010839355895e+003	(-6.54973461020987e+001dB,8.96925438242998e+001°)
9.33254300796976e+003	(-6.54267569648540e+001dB,8.96906123149552e+001°)
9.54992586021421e+003	(-6.53521683444461e+001dB,8.96886688882083e+001°)
9.77237220955795e+003	(-6.52736482424022e+001dB,8.96867086356473e+001°)
9.99999999999984e+003	(-6.51912669942955e+001dB,8.96847265415735e+001°)
1.02329299228074e+004	(-6.51050970402897e+001dB,8.96827174969355e+001°)
1.04712854805088e+004	(-6.50152126959538e+001dB,8.96806763128967e+001°)
1.07151930523759e+004	(-6.49216899246686e+001dB,8.96785977339208e+001°)
1.09647819614317e+004	(-6.48246061128630e+001dB,8.96764764502762e+001°)
1.12201845430195e+004	(-6.47240398492272e+001dB,8.96743071099109e+001°)
1.14815362149686e+004	(-6.46200707089529e+001dB,8.96720843296062e+001°)
1.17489755493951e+004	(-6.45127790439490e+001dB,8.96698027053375e+001°)
1.20226443461739e+004	(-6.44022457798761e+001dB,8.96674568218511e+001°)
1.23026877081236e+004	(-6.42885522207370e+001dB,8.96650412613721e+001°)
1.25892541179415e+004	(-6.41717798616549e+001dB,8.96625506114311e+001°)
1.28824955169311e+004	(-6.40520102103669e+001dB,8.96599794718200e+001°)
1.31825673855639e+004	(-6.39293246178574e+001dB,8.96573224606568e+001°)
1.34896288259163e+004	(-6.38038041184611e+001dB,8.96545742195573e+001°)
1.38038426460286e+004	(-6.36755292796695e+001dB,8.96517294179309e+001°)
1.41253754462273e+004	(-6.35445800617884e+001dB,8.96487827564502e+001°)
1.44543977074590e+004	(-6.34110356875133e+001dB,8.96457289696576e+001°)
1.47910838816818e+004	(-6.32749745214116e+001dB,8.96425628278013e+001°)
1.51356124843618e+004	(-6.31364739592356e+001dB,8.96392791378938e+001°)
1.54881661891246e+004	(-6.29956103269258e+001dB,8.96358727440599e+001°)
1.58489319246109e+004	(-6.28524587891099e+001dB,8.96323385271863e+001°)
1.62181009735890e+004	(-6.27070932668557e+001dB,8.96286714039344e+001°)
1.65958690743753e+004	(-6.25595863643940e+001dB,8.96248663251550e+001°)
1.69824365246172e+004	(-6.24100093044919e+001dB,8.96209182737462e+001°)
1.73780082874935e+004	(-6.22584318721298e+001dB,8.96168222619975e+001°)
1.77827941003889e+004	(-6.21049223661103e+001dB,8.96125733284562e+001°)
1.81970085860995e+004	(-6.19495475582104e+001dB,8.96081665343847e+001°)
1.86208713666284e+004	(-6.17923726594763e+001dB,8.96035969598060e+001°)
1.90546071796321e+004	(-6.16334612932499e+001dB,8.95988596992169e+001°)
1.94984459975801e+004	(-6.14728754745132e+001dB,8.95939498569741e+001°)
1.99526231496885e+004	(-6.13106755951379e+001dB,8.95888625424120e+001°)
2.04173794466949e+004	(-6.11469204146258e+001dB,8.95835928647103e+001°)
2.08929613085400e+004	(-6.09816670559373e+001dB,8.95781359275343e+001°)
2.13796208950220e+004	(-6.08149710060087e+001dB,8.95724868235006e+001°)
2.18776162394952e+004	(-6.06468861205704e+001dB,8.95666406284669e+001°)
2.23872113856830e+004	(-6.04774646328939e+001dB,8.95605923956802e+001°)
2.29086765276773e+004	(-6.03067571661015e+001dB,8.95543371497994e+001°)
2.34422881531988e+004	(-6.01348127486967e+001dB,8.95478698808236e+001°)
2.39883291901945e+004	(-5.99616788329791e+001dB,8.95411855379042e+001°)
2.45470891568499e+004	(-5.97874013160325e+001dB,8.95342790231075e+001°)
2.51188643150954e+004	(-5.96120245629848e+001dB,8.95271451850893e+001°)
2.57039578276882e+004	(-5.94355914322593e+001dB,8.95197788127122e+001°)
2.63026799189534e+004	(-5.92581433025515e+001dB,8.95121746286209e+001°)
2.69153480392687e+004	(-5.90797201012839e+001dB,8.95043272827540e+001°)
2.75422870333812e+004	(-5.89003603343058e+001dB,8.94962313458210e+001°)
2.81838293126441e+004	(-5.87201011166235e+001dB,8.94878813027261e+001°)
2.88403150312656e+004	(-5.85389782039597e+001dB,8.94792715459524e+001°)
2.95120922666633e+004	(-5.83570260249589e+001dB,8.94703963688895e+001°)
3.01995172040196e+004	(-5.81742777138671e+001dB,8.94612499591238e+001°)
3.09029543251354e+004	(-5.79907651435299e+001dB,8.94518263916560e+001°)
3.16227766016832e+004	(-5.78065189585672e+001dB,8.94421196220660e+001°)
3.23593656929623e+004	(-5.76215686085934e+001dB,8.94321234796029e+001°)
3.31131121482585e+004	(-5.74359423813658e+001dB,8.94218316601971e+001°)
3.38844156139197e+004	(-5.72496674357539e+001dB,8.94112377193814e+001°)
3.46736850452526e+004	(-5.70627698344342e+001dB,8.94003350651156e+001°)
3.54813389233569e+004	(-5.68752745762236e+001dB,8.93891169504910e+001°)
3.63078054770095e+004	(-5.66872056279767e+001dB,8.93775764663188e+001°)
3.71535229097166e+004	(-5.64985859559757e+001dB,8.93657065335687e+001°)
3.80189396320554e+004	(-5.63094375567577e+001dB,8.93534998956610e+001°)
3.89045144994274e+004	(-5.61197814873203e+001dB,8.93409491105813e+001°)
3.98107170553490e+004	(-5.59296378946672e+001dB,8.93280465428058e+001°)
4.07380277804105e+004	(-5.57390260446488e+001dB,8.93147843550236e+001°)
4.16869383470328e+004	(-5.55479643500673e+001dB,8.93011544996274e+001°)
4.26579518801585e+004	(-5.53564703980157e+001dB,8.92871487099567e+001°)
4.36515832240158e+004	(-5.51645609764300e+001dB,8.92727584912715e+001°)
4.46683592150955e+004	(-5.49722520998325e+001dB,8.92579751114322e+001°)
4.57088189614867e+004	(-5.47795590342528e+001dB,8.92427895912598e+001°)
4.67735141287190e+004	(-5.45864963213139e+001dB,8.92271926945534e+001°)
4.78630092322630e+004	(-5.43930778014748e+001dB,8.92111749177344e+001°)
4.89778819368437e+004	(-5.41993166364234e+001dB,8.91947264790865e+001°)
5.01187233627263e+004	(-5.40052253306181e+001dB,8.91778373075678e+001°)
5.12861383991355e+004	(-5.38108157519746e+001dB,8.91604970311546e+001°)
5.24807460249763e+004	(-5.36160991516971e+001dB,8.91426949646831e+001°)
5.37031796370243e+004	(-5.34210861832651e+001dB,8.91244200971578e+001°)
5.49540873857614e+004	(-5.32257869205642e+001dB,8.91056610784795e+001°)
5.62341325190339e+004	(-5.30302108751804e+001dB,8.90864062055563e+001°)
5.75439937337146e+004	(-5.28343670128579e+001dB,8.90666434077517e+001°)
5.88843655355578e+004	(-5.26382637691210e+001dB,8.90463602316253e+001°)
6.02559586074346e+004	(-5.24419090640814e+001dB,8.90255438249047e+001°)
6.16595001861471e+004	(-5.22453103164234e+001dB,8.90041809196589e+001°)
6.30957344480181e+004	(-5.20484744565849e+001dB,8.89822578145852e+001°)
6.45654229034643e+004	(-5.18514079391403e+001dB,8.89597603563774e+001°)
6.60693448007584e+004	(-5.16541167543914e+001dB,8.89366739200903e+001°)
6.76082975391969e+004	(-5.14566064391754e+001dB,8.89129833884445e+001°)
6.91830970918923e+004	(-5.12588820868993e+001dB,8.88886731299902e+001°)
7.07945784384124e+004	(-5.10609483568112e+001dB,8.88637269760543e+001°)
7.24435960074976e+004	(-5.08628094825056e+001dB,8.88381281963863e+001°)
7.41310241300903e+004	(-5.06644692796854e+001dB,8.88118594734121e+001°)
7.58577575029169e+004	(-5.04659311531745e+001dB,8.87849028750025e+001°)
7.76247116628677e+004	(-5.02671981031939e+001dB,8.87572398256486e+001°)
7.94328234724266e+004	(-5.00682727309087e+001dB,8.87288510759379e+001°)
8.12830516164084e+004	(-4.98691572432418e+001dB,8.86997166702120e+001°)
8.31763771102655e+004	(-4.96698534569752e+001dB,8.86698159122808e+001°)
8.51138038202360e+004	(-4.94703628021273e+001dB,8.86391273290539e+001°)
8.70963589956064e+004	(-4.92706863246172e+001dB,8.86076286319508e+001°)
8.91250938133728e+004	(-4.90708246882241e+001dB,8.85752966759265e+001°)
9.12010839355892e+004	(-4.88707781758318e+001dB,8.85421074159563e+001°)
9.33254300796973e+004	(-4.86705466899722e+001dB,8.85080358607905e+001°)
9.54992586021417e+004	(-4.84701297526625e+001dB,8.84730560237945e+001°)
9.77237220955792e+004	(-4.82695265045361e+001dB,8.84371408706684e+001°)
9.99999999999980e+004	(-4.80687357032748e+001dB,8.84002622638218e+001°)
1.02329299228073e+005	(-4.78677557213282e+001dB,8.83623909031697e+001°)
1.04712854805088e+005	(-4.76665845429415e+001dB,8.83234962630993e+001°)
1.07151930523759e+005	(-4.74652197604534e+001dB,8.82835465253248e+001°)
1.09647819614316e+005	(-4.72636585699219e+001dB,8.82425085073527e+001°)
1.12201845430194e+005	(-4.70618977659940e+001dB,8.82003475862235e+001°)
1.14815362149686e+005	(-4.68599337361030e+001dB,8.81570276172125e+001°)
1.17489755493951e+005	(-4.66577624539270e+001dB,8.81125108471095e+001°)
1.20226443461739e+005	(-4.64553794721349e+001dB,8.80667578217000e+001°)
1.23026877081236e+005	(-4.62527799144144e+001dB,8.80197272870158e+001°)
1.25892541179414e+005	(-4.60499584667779e+001dB,8.79713760839188e+001°)
1.28824955169311e+005	(-4.58469093681344e+001dB,8.79216590355170e+001°)
1.31825673855638e+005	(-4.56436264001616e+001dB,8.78705288269063e+001°)
1.34896288259163e+005	(-4.54401028763998e+001dB,8.78179358766584e+001°)
1.38038426460286e+005	(-4.52363316306900e+001dB,8.77638281994757e+001°)
1.41253754462273e+005	(-4.50323050048219e+001dB,8.77081512593347e+001°)
1.44543977074590e+005	(-4.48280148355131e+001dB,8.76508478124453e+001°)
1.47910838816818e+005	(-4.46234524406389e+001dB,8.75918577392505e+001°)
1.51356124843618e+005	(-4.44186086047642e+001dB,8.75311178646677e+001°)
1.54881661891245e+005	(-4.42134735639990e+001dB,8.74685617657022e+001°)
1.58489319246108e+005	(-4.40080369901383e+001dB,8.74041195654746e+001°)
1.62181009735890e+005	(-4.38022879741734e+001dB,8.73377177126735e+001°)
1.65958690743753e+005	(-4.35962150091287e+001dB,8.72692787453155e+001°)
1.69824365246171e+005	(-4.33898059723188e+001dB,8.71987210376622e+001°)
1.73780082874934e+005	(-4.31830481070067e+001dB,8.71259585290070e+001°)
1.77827941003889e+005	(-4.29759280035394e+001dB,8.70509004329786e+001°)
1.81970085860995e+005	(-4.27684315799877e+001dB,8.69734509258808e+001°)
1.86208713666283e+005	(-4.25605440623849e+001dB,8.68935088124946e+001°)
1.90546071796321e+005	(-4.23522499645917e+001dB,8.68109671676180e+001°)
1.94984459975800e+005	(-4.21435330679208e+001dB,8.67257129515173e+001°)
1.99526231496884e+005	(-4.19343764005691e+001dB,8.66376265972872e+001°)
2.04173794466949e+005	(-4.17247622170391e+001dB,8.65465815680031e+001°)
2.08929613085400e+005	(-4.15146719776200e+001dB,8.64524438813374e+001°)
2.13796208950219e+005	(-4.13040863281456e+001dB,8.63550715991744e+001°)
2.18776162394951e+005	(-4.10929850801881e+001dB,8.62543142795475e+001°)
2.23872113856829e+005	(-4.08813471918857e+001dB,8.61500123880044e+001°)
2.29086765276772e+005	(-4.06691507497066e+001dB,8.60419966653307e+001°)
2.34422881531987e+005	(-4.04563729514108e+001dB,8.59300874482883e+001°)
2.39883291901944e+005	(-4.02429900904935e+001dB,8.58140939397628e+001°)
2.45470891568498e+005	(-4.00289775426022e+001dB,8.56938134245254e+001°)
2.51188643150953e+005	(-3.98143097543006e+001dB,8.55690304264508e+001°)
2.57039578276881e+005	(-3.95989602346536e+001dB,8.54395158027487e+001°)
2.63026799189533e+005	(-3.93829015503080e+001dB,8.53050257705158e+001°)
2.69153480392686e+005	(-3.91661053246976e+001dB,8.51653008605286e+001°)
2.75422870333811e+005	(-3.89485422421269e+001dB,8.50200647928638e+001°)
2.81838293126439e+005	(-3.87301820576176e+001dB,8.48690232685966e+001°)
2.88403150312654e+005	(-3.85109936135642e+001dB,8.47118626714867e+001°)
2.95120922666632e+005	(-3.82909448643440e+001dB,8.45482486731831e+001°)
3.01995172040195e+005	(-3.80700029101973e+001dB,8.43778247351168e+001°)
3.09029543251352e+005	(-3.78481340418745e+001dB,8.42002104999106e+001°)
3.16227766016831e+005	(-3.76253037978316e+001dB,8.40150000648482e+001°)
3.23593656929621e+005	(-3.74014770359593e+001dB,8.38217601296487e+001°)
3.31131121482584e+005	(-3.71766180220774e+001dB,8.36200280105351e+001°)
3.38844156139195e+005	(-3.69506905378177e+001dB,8.34093095124887e+001°)
3.46736850452524e+005	(-3.67236580108417e+001dB,8.31890766515136e+001°)
3.54813389233568e+005	(-3.64954836707548e+001dB,8.29587652188412e+001°)
3.63078054770093e+005	(-3.62661307346690e+001dB,8.27177721793960e+001°)
3.71535229097164e+005	(-3.60355626266464e+001dB,8.24654528971972e+001°)
3.80189396320553e+005	(-3.58037432360875e+001dB,8.22011181814027e+001°)
3.89045144994272e+005	(-3.55706372209625e+001dB,8.19240311481399e+001°)
3.98107170553488e+005	(-3.53362103617833e+001dB,8.16334038943769e+001°)
4.07380277804104e+005	(-3.51004299743243e+001dB,8.13283939836468e+001°)
4.16869383470326e+005	(-3.48632653888792e+001dB,8.10081007456640e+001°)
4.26579518801583e+005	(-3.46246885055747e+001dB,8.06715613967480e+001°)
4.36515832240156e+005	(-3.43846744361383e+001dB,8.03177469932327e+001°)
4.46683592150953e+005	(-3.41432022443092e+001dB,7.99455582376960e+001°)
4.57088189614865e+005	(-3.39002557975699e+001dB,7.95538211658963e+001°)
4.67735141287188e+005	(-3.36558247450013e+001dB,7.91412827542723e+001°)
4.78630092322628e+005	(-3.34099056380184e+001dB,7.87066065025745e+001°)
4.89778819368435e+005	(-3.31625032107871e+001dB,7.82483680618578e+001°)
5.01187233627261e+005	(-3.29136318406666e+001dB,7.77650510020528e+001°)
5.12861383991353e+005	(-3.26633172087688e+001dB,7.72550428376114e+001°)
5.24807460249761e+005	(-3.24115981827500e+001dB,7.67166314626200e+001°)
5.37031796370241e+005	(-3.21585289450950e+001dB,7.61480021857842e+001°)
5.49540873857612e+005	(-3.19041813891127e+001dB,7.55472355996088e+001°)
5.62341325190336e+005	(-3.16486478058900e+001dB,7.49123065747170e+001°)
5.75439937337144e+005	(-3.13920438816921e+001dB,7.42410847304059e+001°)
5.88843655355575e+005	(-3.11345120232704e+001dB,7.35313368075378e+001°)
6.02559586074344e+005	(-3.08762250210207e+001dB,7.27807314489496e+001°)
6.16595001861468e+005	(-3.06173900522725e+001dB,7.19868469850650e+001°)
6.30957344480179e+005	(-3.03582530119968e+001dB,7.11471829147327e+001°)
6.45654229034641e+005	(-3.00991031426234e+001dB,7.02591758743817e+001°)
6.60693448007581e+005	(-2.98402779079935e+001dB,6.93202209774699e+001°)
6.76082975391966e+005	(-2.95821680275338e+001dB,6.83276994916010e+001°)
6.91830970918920e+005	(-2.93252225462012e+001dB,6.72790138720107e+001°)
7.07945784384122e+005	(-2.90699537676317e+001dB,6.61716311785705e+001°)
7.24435960074973e+005	(-2.88169418221301e+001dB,6.50031358469184e+001°)
7.41310241300900e+005	(-2.85668385750629e+001dB,6.37712926246703e+001°)
7.58577575029166e+005	(-2.83203705111021e+001dB,6.24741201971295e+001°)
7.76247116628674e+005	(-2.80783401604295e+001dB,6.11099755818794e+001°)
7.94328234724263e+005	(-2.78416255645887e+001dB,5.96776487126117e+001°)
8.12830516164080e+005	(-2.76111772352047e+001dB,5.81764657782663e+001°)
8.31763771102652e+005	(-2.73880120371774e+001dB,5.66063987847552e+001°)
8.51138038202357e+005	(-2.71732034578415e+001dB,5.49681775352896e+001°)
8.70963589956060e+005	(-2.69678678113170e+001dB,5.32633988181004e+001°)
8.91250938133725e+005	(-2.67731460978249e+001dB,5.14946262154290e+001°)
9.12010839355888e+005	(-2.65901814911415e+001dB,4.96654727566957e+001°)
9.33254300796969e+005	(-2.64200927691787e+001dB,4.77806578984563e+001°)
9.54992586021413e+005	(-2.62639444114590e+001dB,4.58460302651078e+001°)
9.77237220955787e+005	(-2.61227145316035e+001dB,4.38685484866820e+001°)
1.00000000000000e+006	(-2.59972622324339e+001dB,4.18562144391027e+001°)
